2022 Federal Election House of Representatives Distribution of Preferences By Polling Place [27966 04/07/2022 14:40:29      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,CountNum,BallotPosition,CandidateId,Surname,GivenNm,PartyAb,PartyNm,SittingMemberFl,CalculationType,CalculationValue
"VIC","200","Bendigo","0","ABSENT","4","3","36706","SCHADE","Darin Courtney","LP","Liberal Party of Australia (Victorian Division)","N","Preference Count","559"
"VIC","200","Bendigo","0","ABSENT","4","3","36706","SCHADE","Darin Courtney","LP","Liberal Party of Australia (Victorian Division)","N","Preference Percent","29.190"
"VIC","200","Bendigo","0","ABSENT","4","3","36706","SCHADE","Darin Courtney","LP","Liberal Party of Australia (Victorian Division)","N","Transfer Count","130"
"VIC","200","Bendigo","0","ABSENT","4","3","36706","SCHADE","Darin Courtney","LP","Liberal Party of Australia (Victorian Division)","N","Transfer Percent","48.330"
"VIC","200","Bendigo","0","ABSENT","4","4","36499","SINCLAIR","Catherine Margaret","GVIC","The Australian Greens - Victoria","N","Preference Count","558"
"VIC","200","Bendigo","0","ABSENT","4","4","36499","SINCLAIR","Catherine Margaret","GVIC","The Australian Greens - Victoria","N","Preference Percent","29.140"
"VIC","200","Bendigo","0","ABSENT","4","4","36499","SINCLAIR","Catherine Margaret","GVIC","The Australian Greens - Victoria","N","Transfer Count","74"
"VIC","200","Bendigo","0","ABSENT","4","4","36499","SINCLAIR","Catherine Margaret","GVIC","The Australian Greens - Victoria","N","Transfer Percent","27.510"
"VIC","200","Bendigo","0","ABSENT","4","5","36895","BANSEMER","Matthew Joseph","LDP","Liberal Democratic Party","N","Preference Count","0"
"VIC","200","Bendigo","0","ABSENT","4","5","36895","BANSEMER","Matthew Joseph","LDP","Liberal Democratic Party","N","Preference Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","4","5","36895","BANSEMER","Matthew Joseph","LDP","Liberal Democratic Party","N","Transfer Count","0"
"VIC","200","Bendigo","0","ABSENT","4","5","36895","BANSEMER","Matthew Joseph","LDP","Liberal Democratic Party","N","Transfer Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","4","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Preference Count","0"
"VIC","200","Bendigo","0","ABSENT","4","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Preference Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","4","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Transfer Count","-269"
"VIC","200","Bendigo","0","ABSENT","4","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Transfer Percent","-100.000"
"VIC","200","Bendigo","0","ABSENT","4","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Preference Count","0"
"VIC","200","Bendigo","0","ABSENT","4","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Preference Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","4","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Transfer Count","0"
"VIC","200","Bendigo","0","ABSENT","4","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Transfer Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","5","1","37782","LAURIE","James Bonneville","IND","Independent","N","Preference Count","0"
"VIC","200","Bendigo","0","ABSENT","5","1","37782","LAURIE","James Bonneville","IND","Independent","N","Preference Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","5","1","37782","LAURIE","James Bonneville","IND","Independent","N","Transfer Count","0"
"VIC","200","Bendigo","0","ABSENT","5","1","37782","LAURIE","James Bonneville","IND","Independent","N","Transfer Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","5","2","36424","CHESTERS","Lisa Marie","ALP","Australian Labor Party (Victorian Branch)","Y","Preference Count","1240"
